Orthogroup_ID	GF_ClustertGene_Group	Cluster_function	repeat_correlation_correlation_coeff	repeat_correlation_p-value	repeat_correlation_sig_after_multiple_testing	GS_correlation_correlation_coeff	GS_correlation_p-value	GS_correlation_sig_after_multiple_testing	Gene_Name	D_melanogaster	I_luminosus	P_pyralis	C_septempunctata	A_verrucosus	T_castaneum	Z_morio	T_molitor	D_ponderosae	R_ferrugineus	A_obtectus	B_siliquastri	C_chinensis	C_maculatus	max_delta_GF	transcript_ID_native	Flybase	Flybase_summary
N0.HOG0000027	Gene Group 1	Cytochrome P450	-0.18181818181818185	0.5717012385276553	n	0.013986013986013986	0.9655902689187795	n	Cytochrome P450 6a13(Cyp6a13)	16	73	28	10	29	35	2	52	8	18	9	14	10	12	71	rna-NM_136546.3	FBgn0033304	None
N0.HOG0000030	Gene Group 20	transmembrane transport (olfactory)	-0.027972027972027972	0.9312343512018808	n	-0.16783216783216784	0.602099427786538	n	uncharacterized protein(CG11898)	3	11	22	11	17	26	33	23	12	16	10	10	7	10	30	rna-NM_143422.3	FBgn0039645	None
N0.HOG0000030	Gene Group 20	transmembrane transport (olfactory)	-0.027972027972027972	0.9312343512018808	n	-0.16783216783216784	0.602099427786538	n	uncharacterized protein(CG10505)	3	11	22	11	17	26	33	23	12	16	10	10	7	10	30	rna-NM_137727.3	FBgn0034612	None
N0.HOG0000030	Gene Group 20	transmembrane transport (olfactory)	-0.027972027972027972	0.9312343512018808	n	-0.16783216783216784	0.602099427786538	n	red dog mine(rdog)	3	11	22	11	17	26	33	23	12	16	10	10	7	10	30	rna-NM_143421.3	FBgn0039644	None
N0.HOG0000033	None	None	0.7132867132867133	0.009201779777634755	n	0.7272727272727274	0.007355028857805126	n	None	1	39	64	33	8	1	14	1	1	2	53	14	18	53	63	rna-NM_139889.2	FBgn0035807	None
N0.HOG0000037	Gene Group 30	pheromone sensing	-0.06993006993006995	0.8290236405313092	n	0.2027972027972028	0.5273023541661082	n	Odorant receptor 43a(Or43a)	3	1	1	3	48	22	39	21	1	5	10	6	6	8	47	rna-NM_078923.3	FBgn0026389	None
N0.HOG0000037	Gene Group 30	pheromone sensing	-0.06993006993006995	0.8290236405313092	n	0.2027972027972028	0.5273023541661082	n	Odorant receptor 30a(Or30a)	3	1	1	3	48	22	39	21	1	5	10	6	6	8	47	rna-NM_078796.3	FBgn0032096	None
N0.HOG0000037	Gene Group 30	pheromone sensing	-0.06993006993006995	0.8290236405313092	n	0.2027972027972028	0.5273023541661082	n	Odorant receptor 49b(Or49b)	3	1	1	3	48	22	39	21	1	5	10	6	6	8	47	rna-NM_078997.3	FBgn0028963	None
N0.HOG0000038	Gene Group 30	pheromone sensing	-0.06293706293706294	0.8459309212287789	n	0.14685314685314685	0.6487957097846664	n	Odorant receptor 94a(Or94a)	3	33	11	1	5	7	13	7	5	1	1	4	2	1	32	rna-NM_079731.1	FBgn0039033	None
N0.HOG0000038	Gene Group 30	pheromone sensing	-0.06293706293706294	0.8459309212287789	n	0.14685314685314685	0.6487957097846664	n	Odorant receptor 94b(Or94b)	3	33	11	1	5	7	13	7	5	1	1	4	2	1	32	rna-NM_079732.1	FBgn0039034	None
N0.HOG0000038	Gene Group 30	pheromone sensing	-0.06293706293706294	0.8459309212287789	n	0.14685314685314685	0.6487957097846664	n	Odorant receptor 46a(Or46a)	3	33	11	1	5	7	13	7	5	1	1	4	2	1	32	rna-NM_206071.2	FBgn0026388	None
N0.HOG0000039	Gene Group 24	Cuticular protein	-0.21678321678321683	0.49855598552418856	n	0.0979020979020979	0.762121655996299	n	Cuticular protein 30B(Cpr30B)	3	8	1	5	3	3	4	6	6	5	4	3	2	3	7	rna-NM_135451.3	FBgn0032125	None
N0.HOG0000039	Gene Group 24	Cuticular protein	-0.21678321678321683	0.49855598552418856	n	0.0979020979020979	0.762121655996299	n	Cuticular protein 64Ad(Cpr64Ad)	3	8	1	5	3	3	4	6	6	5	4	3	2	3	7	rna-NM_139618.4	FBgn0035513	None
N0.HOG0000039	Gene Group 24	Cuticular protein	-0.21678321678321683	0.49855598552418856	n	0.0979020979020979	0.762121655996299	n	Ecdysone-dependent gene 84A(Edg84A)	3	8	1	5	3	3	4	6	6	5	4	3	2	3	7	rna-NM_079523.3	FBgn0000552	None
N0.HOG0000044	Gene Group 24	Cuticular protein	0.3426573426573427	0.27556745095678037	n	0.5314685314685316	0.07536233505348364	n	Cuticular protein 76Ba(Cpr76Ba)	2	1	2	1	2	1	1	2	1	1	2	1	1	3	2	rna-NM_140863.2	FBgn0036878	None
N0.HOG0000044	Gene Group 24	Cuticular protein	0.3426573426573427	0.27556745095678037	n	0.5314685314685316	0.07536233505348364	n	Cuticular protein 76Bb(Cpr76Bb)	2	1	2	1	2	1	1	2	1	1	2	1	1	3	2	rna-NM_140864.2	FBgn0036879	None
N0.HOG0000045	Gene Group 34	uncharacterized	0.1188811188811189	0.712884219214772	n	0.4895104895104896	0.106252371759346	n	Pinkman(pkm)	2	37	22	17	28	19	29	11	14	12	14	16	15	18	35	rna-NM_206689.2	FBgn0030317	None
N0.HOG0000045	Gene Group 34	uncharacterized	0.1188811188811189	0.712884219214772	n	0.4895104895104896	0.106252371759346	n	uncharacterized protein(CG13813)	2	37	22	17	28	19	29	11	14	12	14	16	15	18	35	rna-NM_140938.3	FBgn0036956	None
N0.HOG0000049	None	None	0.5524475524475525	0.06251148327961512	n	0.8671328671328673	0.00025981184986148103	y	None	1	45	18	24	22	7	15	11	2	1	62	9	9	18	61	rna-NM_057859.4	FBgn0017414	None
N0.HOG0000056	Gene Group 7	odorant binding	-0.5104895104895105	0.08991373630263913	n	-0.1328671328671329	0.6805975082860818	n	Odorant-binding protein 56e(Obp56e)	3	11	4	4	46	19	33	44	7	24	7	9	6	6	43	rna-NM_137601.4	FBgn0034471	None
N0.HOG0000056	Gene Group 7	odorant binding	-0.5104895104895105	0.08991373630263913	n	-0.1328671328671329	0.6805975082860818	n	Odorant-binding protein 56d(Obp56d)	3	11	4	4	46	19	33	44	7	24	7	9	6	6	43	rna-NM_001299690.1	FBgn0034470	None
N0.HOG0000056	Gene Group 7	odorant binding	-0.5104895104895105	0.08991373630263913	n	-0.1328671328671329	0.6805975082860818	n	Odorant-binding protein 56a(Obp56a)	3	11	4	4	46	19	33	44	7	24	7	9	6	6	43	rna-NM_137598.3	FBgn0034468	None
N0.HOG0000059	Gene Group 1	Cytochrome P450	0.1398601398601399	0.6646331617926677	n	0.20979020979020982	0.5128409431818263	n	Cytochrome P450 9f3(Cyp9f3)	6	57	32	7	10	20	3	26	9	10	7	1	7	6	56	rna-NM_001363930.1	FBgn0038034	None
N0.HOG0000059	Gene Group 1	Cytochrome P450	0.1398601398601399	0.6646331617926677	n	0.20979020979020982	0.5128409431818263	n	Cytochrome P450 9f2(Cyp9f2)	6	57	32	7	10	20	3	26	9	10	7	1	7	6	56	rna-NM_141932.3	FBgn0038037	None
N0.HOG0000059	Gene Group 1	Cytochrome P450	0.1398601398601399	0.6646331617926677	n	0.20979020979020982	0.5128409431818263	n	Cytochrome P450 9f2(Cyp9f2)	6	57	32	7	10	20	3	26	9	10	7	1	7	6	56	rna-NM_141932.3	FBgn0038037	None
N0.HOG0000059	Gene Group 1	Cytochrome P450	0.1398601398601399	0.6646331617926677	n	0.20979020979020982	0.5128409431818263	n	Cytochrome P450 9f3(Cyp9f3)	6	57	32	7	10	20	3	26	9	10	7	1	7	6	56	rna-NM_001363930.1	FBgn0038034	None
N0.HOG0000059	Gene Group 1	Cytochrome P450	0.1398601398601399	0.6646331617926677	n	0.20979020979020982	0.5128409431818263	n	Cytochrome P450 9h1(Cyp9h1)	6	57	32	7	10	20	3	26	9	10	7	1	7	6	56	rna-NM_136976.2	FBgn0033775	None
N0.HOG0000059	Gene Group 1	Cytochrome P450	0.1398601398601399	0.6646331617926677	n	0.20979020979020982	0.5128409431818263	n	Cytochrome P450 9c1(Cyp9c1)	6	57	32	7	10	20	3	26	9	10	7	1	7	6	56	rna-NM_079126.3	FBgn0015040	None
N0.HOG0000059	Gene Group 1	Cytochrome P450	0.1398601398601399	0.6646331617926677	n	0.20979020979020982	0.5128409431818263	n	Cytochrome P450 9b2(Cyp9b2)	6	57	32	7	10	20	3	26	9	10	7	1	7	6	56	rna-NM_078922.4	FBgn0015039	None
N0.HOG0000059	Gene Group 1	Cytochrome P450	0.1398601398601399	0.6646331617926677	n	0.20979020979020982	0.5128409431818263	n	Cytochrome P450 9b1(Cyp9b1)	6	57	32	7	10	20	3	26	9	10	7	1	7	6	56	rna-NM_078921.4	FBgn0015038	None
N0.HOG0000067	Gene Group 24,Gene Group 26	Cuticular protein,glycolysis and early development (and other)	0.2451842639184212	0.4424376657583864	n	0.08056054385890982	0.80345110920634	n	Cuticular protein 30F(Cpr30F)	1	1	1	11	3	3	5	3	3	6	2	2	4	4	10	rna-NM_164879.3	FBgn0051876	None
N0.HOG0000068	None	None	0.6433566433566434	0.024003191200713644	n	0.6923076923076924	0.012593030496094107	n	None	1	43	39	21	1	4	4	2	1	2	16	4	5	48	47	rna-NM_168749.2	FBgn0052187	None
N0.HOG0000069	None	None	0.43356643356643365	0.1591057694121953	n	0.5034965034965035	0.09515736659412469	n	None	1	19	48	8	11	2	18	2	2	1	39	7	6	19	47	rna-NM_143799.3	FBgn0026148	None
N0.HOG0000071	None	None	0.17482517482517487	0.5868236643627043	n	0.31468531468531474	0.31913878550330455	n	None	1	7	3	1	11	2	13	2	1	1	7	2	16	4	15	rna-NM_001299601.1	FBgn0028953	None
N0.HOG0000072	None	None	0.5244755244755246	0.08001937592027475	n	0.7482517482517484	0.005124081698753058	n	None	1	21	1	10	8	1	5	1	1	1	39	1	15	11	38	rna-NM_141770.3	FBgn0037844	None
N0.HOG0000073	None	None	-0.11188811188811189	0.729194990751066	n	0.25874125874125875	0.41677476889913834	n	None	1	21	10	5	14	16	4	15	16	18	15	15	13	18	20	rna-NM_140661.3	FBgn0036659	None
N0.HOG0000078	Gene Group 26	glycolysis and early development (and other)	-0.6783216783216784	0.0153173290532817	n	-0.46153846153846156	0.13094806950717278	n	uncharacterized protein(CG8757)	9	2	5	7	34	17	17	41	9	7	5	7	6	7	39	rna-NM_140407.2	FBgn0036380	None
N0.HOG0000078	Gene Group 26	glycolysis and early development (and other)	-0.6783216783216784	0.0153173290532817	n	-0.46153846153846156	0.13094806950717278	n	uncharacterized protein(CG9150)	9	2	5	7	34	17	17	41	9	7	5	7	6	7	39	rna-NM_135147.3	FBgn0031775	None
N0.HOG0000078	Gene Group 26	glycolysis and early development (and other)	-0.6783216783216784	0.0153173290532817	n	-0.46153846153846156	0.13094806950717278	n	uncharacterized protein(CG3301)	9	2	5	7	34	17	17	41	9	7	5	7	6	7	39	rna-NM_169954.2	FBgn0038878	None
N0.HOG0000078	Gene Group 26	glycolysis and early development (and other)	-0.6783216783216784	0.0153173290532817	n	-0.46153846153846156	0.13094806950717278	n	uncharacterized protein(CG9360)	9	2	5	7	34	17	17	41	9	7	5	7	6	7	39	rna-NM_132518.3	FBgn0030332	None
N0.HOG0000078	Gene Group 26	glycolysis and early development (and other)	-0.6783216783216784	0.0153173290532817	n	-0.46153846153846156	0.13094806950717278	n	uncharacterized protein(CG40486)	9	2	5	7	34	17	17	41	9	7	5	7	6	7	39	rna-NM_001042846.3	FBgn0263830	None
N0.HOG0000078	Gene Group 26	glycolysis and early development (and other)	-0.6783216783216784	0.0153173290532817	n	-0.46153846153846156	0.13094806950717278	n	uncharacterized protein(CG40485)	9	2	5	7	34	17	17	41	9	7	5	7	6	7	39	rna-NM_001042848.2	FBgn0069973	None
N0.HOG0000078	Gene Group 26	glycolysis and early development (and other)	-0.6783216783216784	0.0153173290532817	n	-0.46153846153846156	0.13094806950717278	n	Antennal dehydrogenase(Antdh)	9	2	5	7	34	17	17	41	9	7	5	7	6	7	39	rna-NM_132467.3	FBgn0026268	None
N0.HOG0000078	Gene Group 26	glycolysis and early development (and other)	-0.6783216783216784	0.0153173290532817	n	-0.46153846153846156	0.13094806950717278	n	uncharacterized protein(CG10962)	9	2	5	7	34	17	17	41	9	7	5	7	6	7	39	rna-NM_176714.3	FBgn0030073	None
N0.HOG0000078	None	None	-0.6783216783216784	0.0153173290532817	n	-0.46153846153846156	0.13094806950717278	n	None	9	2	5	7	34	17	17	41	9	7	5	7	6	7	39	rna-NM_001275902.1	FBgn0038946	None
N0.HOG0000082	Gene Group 2	protein breakdown (proteolysis)	-0.6121022427222839	0.0343892739141432	n	-0.47027367428663264	0.12287053954623404	n	uncharacterized protein(CG17242)	18	1	1	1	1	1	1	2	1	1	1	1	1	1	17	rna-NM_001272992.2	FBgn0250841	None
N0.HOG0000082	Gene Group 2	protein breakdown (proteolysis)	-0.6121022427222839	0.0343892739141432	n	-0.47027367428663264	0.12287053954623404	n	uncharacterized protein(CG17239)	18	1	1	1	1	1	1	2	1	1	1	1	1	1	17	rna-NM_001272991.1	FBgn0042186	None
N0.HOG0000082	Gene Group 2	protein breakdown (proteolysis)	-0.6121022427222839	0.0343892739141432	n	-0.47027367428663264	0.12287053954623404	n	Serine protease 12(Ser12)	18	1	1	1	1	1	1	2	1	1	1	1	1	1	17	rna-NM_078732.2	FBgn0011832	None
N0.HOG0000082	Gene Group 2	protein breakdown (proteolysis)	-0.6121022427222839	0.0343892739141432	n	-0.47027367428663264	0.12287053954623404	n	iotaTrypsin(iotaTry)	18	1	1	1	1	1	1	2	1	1	1	1	1	1	17	rna-NM_078971.4	FBgn0015001	None
N0.HOG0000082	Gene Group 2	protein breakdown (proteolysis)	-0.6121022427222839	0.0343892739141432	n	-0.47027367428663264	0.12287053954623404	n	uncharacterized protein(CG30025)	18	1	1	1	1	1	1	2	1	1	1	1	1	1	17	rna-NM_165825.2	FBgn0050025	None
N0.HOG0000082	Gene Group 2	protein breakdown (proteolysis)	-0.6121022427222839	0.0343892739141432	n	-0.47027367428663264	0.12287053954623404	n	deltaTrypsin(deltaTry)	18	1	1	1	1	1	1	2	1	1	1	1	1	1	17	rna-NM_078970.4	FBgn0010358	None
N0.HOG0000082	Gene Group 2	protein breakdown (proteolysis)	-0.6121022427222839	0.0343892739141432	n	-0.47027367428663264	0.12287053954623404	n	uncharacterized protein(CG30031)	18	1	1	1	1	1	1	2	1	1	1	1	1	1	17	rna-NM_165824.3	FBgn0050031	None
N0.HOG0000082	Gene Group 2	protein breakdown (proteolysis)	-0.6121022427222839	0.0343892739141432	n	-0.47027367428663264	0.12287053954623404	n	gammaTrypsin(gammaTry)	18	1	1	1	1	1	1	2	1	1	1	1	1	1	17	rna-NM_165823.3	FBgn0010359	None
N0.HOG0000082	Gene Group 2	protein breakdown (proteolysis)	-0.6121022427222839	0.0343892739141432	n	-0.47027367428663264	0.12287053954623404	n	deltaTrypsin(deltaTry)	18	1	1	1	1	1	1	2	1	1	1	1	1	1	17	rna-NM_078970.4	FBgn0010358	None
N0.HOG0000082	Gene Group 2	protein breakdown (proteolysis)	-0.6121022427222839	0.0343892739141432	n	-0.47027367428663264	0.12287053954623404	n	uncharacterized protein(CG30031)	18	1	1	1	1	1	1	2	1	1	1	1	1	1	17	rna-NM_165824.3	FBgn0050031	None
N0.HOG0000082	Gene Group 2	protein breakdown (proteolysis)	-0.6121022427222839	0.0343892739141432	n	-0.47027367428663264	0.12287053954623404	n	gammaTrypsin(gammaTry)	18	1	1	1	1	1	1	2	1	1	1	1	1	1	17	rna-NM_165823.3	FBgn0010359	None
N0.HOG0000082	Gene Group 2	protein breakdown (proteolysis)	-0.6121022427222839	0.0343892739141432	n	-0.47027367428663264	0.12287053954623404	n	uncharacterized protein(CG30025)	18	1	1	1	1	1	1	2	1	1	1	1	1	1	17	rna-NM_165825.2	FBgn0050025	None
N0.HOG0000082	Gene Group 2	protein breakdown (proteolysis)	-0.6121022427222839	0.0343892739141432	n	-0.47027367428663264	0.12287053954623404	n	deltaTrypsin(deltaTry)	18	1	1	1	1	1	1	2	1	1	1	1	1	1	17	rna-NM_078970.4	FBgn0010358	None
N0.HOG0000082	Gene Group 2	protein breakdown (proteolysis)	-0.6121022427222839	0.0343892739141432	n	-0.47027367428663264	0.12287053954623404	n	uncharacterized protein(CG30031)	18	1	1	1	1	1	1	2	1	1	1	1	1	1	17	rna-NM_165824.3	FBgn0050031	None
N0.HOG0000082	Gene Group 2	protein breakdown (proteolysis)	-0.6121022427222839	0.0343892739141432	n	-0.47027367428663264	0.12287053954623404	n	gammaTrypsin(gammaTry)	18	1	1	1	1	1	1	2	1	1	1	1	1	1	17	rna-NM_165823.3	FBgn0010359	None
N0.HOG0000082	Gene Group 2	protein breakdown (proteolysis)	-0.6121022427222839	0.0343892739141432	n	-0.47027367428663264	0.12287053954623404	n	uncharacterized protein(CG30025)	18	1	1	1	1	1	1	2	1	1	1	1	1	1	17	rna-NM_165825.2	FBgn0050025	None
N0.HOG0000082	Gene Group 2	protein breakdown (proteolysis)	-0.6121022427222839	0.0343892739141432	n	-0.47027367428663264	0.12287053954623404	n	deltaTrypsin(deltaTry)	18	1	1	1	1	1	1	2	1	1	1	1	1	1	17	rna-NM_078970.4	FBgn0010358	None
N0.HOG0000082	Gene Group 2	protein breakdown (proteolysis)	-0.6121022427222839	0.0343892739141432	n	-0.47027367428663264	0.12287053954623404	n	uncharacterized protein(CG30031)	18	1	1	1	1	1	1	2	1	1	1	1	1	1	17	rna-NM_165824.3	FBgn0050031	None
N0.HOG0000082	Gene Group 2	protein breakdown (proteolysis)	-0.6121022427222839	0.0343892739141432	n	-0.47027367428663264	0.12287053954623404	n	gammaTrypsin(gammaTry)	18	1	1	1	1	1	1	2	1	1	1	1	1	1	17	rna-NM_165823.3	FBgn0010359	None
N0.HOG0000082	Gene Group 2	protein breakdown (proteolysis)	-0.6121022427222839	0.0343892739141432	n	-0.47027367428663264	0.12287053954623404	n	uncharacterized protein(CG30025)	18	1	1	1	1	1	1	2	1	1	1	1	1	1	17	rna-NM_165825.2	FBgn0050025	None
N0.HOG0000082	Gene Group 2	protein breakdown (proteolysis)	-0.6121022427222839	0.0343892739141432	n	-0.47027367428663264	0.12287053954623404	n	betaTrypsin(betaTry)	18	1	1	1	1	1	1	2	1	1	1	1	1	1	17	rna-NM_001299385.1	FBgn0010357	None
N0.HOG0000082	Gene Group 2	protein breakdown (proteolysis)	-0.6121022427222839	0.0343892739141432	n	-0.47027367428663264	0.12287053954623404	n	alphaTrypsin(alphaTry)	18	1	1	1	1	1	1	2	1	1	1	1	1	1	17	rna-NM_057423.4	FBgn0003863	None
N0.HOG0000082	Gene Group 2	protein breakdown (proteolysis)	-0.6121022427222839	0.0343892739141432	n	-0.47027367428663264	0.12287053954623404	n	epsilonTrypsin(epsilonTry)	18	1	1	1	1	1	1	2	1	1	1	1	1	1	17	rna-NM_080373.3	FBgn0010425	None
N0.HOG0000082	Gene Group 2	protein breakdown (proteolysis)	-0.6121022427222839	0.0343892739141432	n	-0.47027367428663264	0.12287053954623404	n	Ser8(Ser8)	18	1	1	1	1	1	1	2	1	1	1	1	1	1	17	rna-NM_137030.3	FBgn0019928	None
N0.HOG0000082	Gene Group 2	protein breakdown (proteolysis)	-0.6121022427222839	0.0343892739141432	n	-0.47027367428663264	0.12287053954623404	n	thetaTrypsin(thetaTry)	18	1	1	1	1	1	1	2	1	1	1	1	1	1	17	rna-NM_078969.5	FBgn0011555	None
N0.HOG0000082	Gene Group 2	protein breakdown (proteolysis)	-0.6121022427222839	0.0343892739141432	n	-0.47027367428663264	0.12287053954623404	n	uncharacterized protein(CG17571)	18	1	1	1	1	1	1	2	1	1	1	1	1	1	17	rna-NM_001299167.1	FBgn0259998	None
N0.HOG0000082	Gene Group 2	protein breakdown (proteolysis)	-0.6121022427222839	0.0343892739141432	n	-0.47027367428663264	0.12287053954623404	n	uncharacterized protein(CG11192)	18	1	1	1	1	1	1	2	1	1	1	1	1	1	17	rna-NM_137635.3	FBgn0034507	None
N0.HOG0000082	Gene Group 2	protein breakdown (proteolysis)	-0.6121022427222839	0.0343892739141432	n	-0.47027367428663264	0.12287053954623404	n	uncharacterized protein(CG13430)	18	1	1	1	1	1	1	2	1	1	1	1	1	1	17	rna-NM_001032271.2	FBgn0034518	None
N0.HOG0000082	Gene Group 2	protein breakdown (proteolysis)	-0.6121022427222839	0.0343892739141432	n	-0.47027367428663264	0.12287053954623404	n	uncharacterized protein(CG8299)	18	1	1	1	1	1	1	2	1	1	1	1	1	1	17	rna-NM_137222.2	FBgn0034052	None
N0.HOG0000082	Gene Group 2	protein breakdown (proteolysis)	-0.6121022427222839	0.0343892739141432	n	-0.47027367428663264	0.12287053954623404	n	lambdaTry(lambdaTry)	18	1	1	1	1	1	1	2	1	1	1	1	1	1	17	rna-NM_136829.4	FBgn0043470	None
N0.HOG0000085	Gene Group 3	lipid metabolic process (digestion)	-0.1328671328671329	0.6805975082860818	n	-0.14685314685314685	0.6487957097846664	n	uncharacterized protein(CG3635)	13	6	7	10	7	2	21	5	9	6	2	4	7	7	19	rna-NM_136294.5	FBgn0032981	None
N0.HOG0000085	Gene Group 3	lipid metabolic process (digestion)	-0.1328671328671329	0.6805975082860818	n	-0.14685314685314685	0.6487957097846664	n	Lipase 3(Lip3)	13	6	7	10	7	2	21	5	9	6	2	4	7	7	19	rna-NM_057983.4	FBgn0023495	None
N0.HOG0000085	Gene Group 3	lipid metabolic process (digestion)	-0.1328671328671329	0.6805975082860818	n	-0.14685314685314685	0.6487957097846664	n	uncharacterized protein(CG8093)	13	6	7	10	7	2	21	5	9	6	2	4	7	7	19	rna-NM_001299512.1	FBgn0033999	None
N0.HOG0000085	Gene Group 3	lipid metabolic process (digestion)	-0.1328671328671329	0.6805975082860818	n	-0.14685314685314685	0.6487957097846664	n	uncharacterized protein(CG6753)	13	6	7	10	7	2	21	5	9	6	2	4	7	7	19	rna-NM_141962.4	FBgn0038070	None
N0.HOG0000085	Gene Group 3	lipid metabolic process (digestion)	-0.1328671328671329	0.6805975082860818	n	-0.14685314685314685	0.6487957097846664	n	uncharacterized protein(CG18530)	13	6	7	10	7	2	21	5	9	6	2	4	7	7	19	rna-NM_144457.3	FBgn0042207	None
N0.HOG0000085	Gene Group 3	lipid metabolic process (digestion)	-0.1328671328671329	0.6805975082860818	n	-0.14685314685314685	0.6487957097846664	n	uncharacterized protein(CG11598)	13	6	7	10	7	2	21	5	9	6	2	4	7	7	19	rna-NM_001043245.2	FBgn0038067	None
N0.HOG0000085	Gene Group 3	lipid metabolic process (digestion)	-0.1328671328671329	0.6805975082860818	n	-0.14685314685314685	0.6487957097846664	n	uncharacterized protein(CG11608)	13	6	7	10	7	2	21	5	9	6	2	4	7	7	19	rna-NM_141961.4	FBgn0038069	None
N0.HOG0000085	Gene Group 3	lipid metabolic process (digestion)	-0.1328671328671329	0.6805975082860818	n	-0.14685314685314685	0.6487957097846664	n	uncharacterized protein(CG11600)	13	6	7	10	7	2	21	5	9	6	2	4	7	7	19	rna-NM_141960.3	FBgn0038068	None
N0.HOG0000085	Gene Group 3	lipid metabolic process (digestion)	-0.1328671328671329	0.6805975082860818	n	-0.14685314685314685	0.6487957097846664	n	uncharacterized protein(CG31091)	13	6	7	10	7	2	21	5	9	6	2	4	7	7	19	rna-NM_170248.3	FBgn0051091	None
N0.HOG0000085	Gene Group 3	lipid metabolic process (digestion)	-0.1328671328671329	0.6805975082860818	n	-0.14685314685314685	0.6487957097846664	n	uncharacterized protein(CG31089)	13	6	7	10	7	2	21	5	9	6	2	4	7	7	19	rna-NM_170249.2	FBgn0051089	None
N0.HOG0000085	Gene Group 3	lipid metabolic process (digestion)	-0.1328671328671329	0.6805975082860818	n	-0.14685314685314685	0.6487957097846664	n	magro(mag)	13	6	7	10	7	2	21	5	9	6	2	4	7	7	19	rna-NM_140972.3	FBgn0036996	None
N0.HOG0000085	Gene Group 3	lipid metabolic process (digestion)	-0.1328671328671329	0.6805975082860818	n	-0.14685314685314685	0.6487957097846664	n	uncharacterized protein(CG2772)	13	6	7	10	7	2	21	5	9	6	2	4	7	7	19	rna-NM_134932.3	FBgn0031533	None
N0.HOG0000085	Gene Group 3	lipid metabolic process (digestion)	-0.1328671328671329	0.6805975082860818	n	-0.14685314685314685	0.6487957097846664	n	uncharacterized protein(CG11406)	13	6	7	10	7	2	21	5	9	6	2	4	7	7	19	rna-NM_001014548.2	FBgn0034990	None
